Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4393407337,https://www.linkedin.com/jobs/view/4393407337,Previous resume,2026-04-02 12:11:30.100237,2026-04-02 13:11:35.496100,Problem in Easy Applying,Easy Apply modal did not open,Easy Applied,Not Available
4393035642,https://www.linkedin.com/jobs/view/4393035642,Pending,2026-04-02 01:11:44.703857,2026-04-02 13:11:44.753689,Found a Bad Word in About Job,"
About the job
Location: Melton (Hybrid)

Salary: Up to £50,000

Working hours:09:00 – 17:30

The purpose of this role is to solve complex business problems and technical challenges through the design and development of software applications and services. This role will contribute directly towards exciting technology opportunities in the public health sector; specifically in general practice.

You will be responsible for building and maintaining critical components of our software infrastructure, ensuring high performance, reliability, and security. This role sits within the platform team.

Responsibilities

Design and Development

Contribute towards the design, develop, and implement high-performance, scalable, and maintainable applications and services
Develop APIs and other web services
Work with databases (relational and NoSQL) to implement data models
Contribute towards all phases of the software development lifecycle, from design and development through to testing, deployment and monitoring & alerting

Technical Leadership

Assist and unblock other members of the team where appropriate
Conduct code reviews and provide constructive feedback
Contribute towards the development of software engineering best practices and principles
Participate in architectural and design discussions
Stay abreast of the latest technologies and industry trends

Problem-Solving

Assist with the diagnosis and assessment of complex technical issues
Identify and contribute towards solutions designed to improve service or component security, performance, scalability, and reliability

Collaboration

Work closely with frontend engineers, product managers, and other stakeholders
Share ideas and prompt continuous improvement across the team

Quality Assurance & Compliance

Write unit tests and integration tests to ensure code quality
Participate in code reviews and ensure adherence to coding standards
Comply with the company's Health & Safety, Data Protection, Information Security, PCI & DSP policies and procedures.

Essential

Skills Required

Knowledge of the product development lifecycle
Considerable working experience with modern PHP including frameworks (e.g. Laravel)
Source control (e.g. GitLab)
Working experience with structured and unstructured databases (e.g. MySQL)
Knowledge of or working experience with Message Queues (RabbitMQ) & event driven architecture
Strong knowledge of software design patterns and object-oriented design principles
Working experience of unit test frameworks and test automation

Desired

Strong expertise in Agile methodologies (e.g. Scrum / Kanban)
DevOps tooling
Node.js
Healthcare industry experience (NHS)
VOIP call handling

Benefits

25 Days Holiday plus an additional day for your birthday/equivalent
Cycle to Work Scheme
Winter Flu Jabs
Free On-Site Parking
Learning and development budget with Professional Qualification Support
£1,000 employee referral bonus
Social benefits (paid social events)
Buy Holiday Scheme
Employee Assistance Program
Discount on Health Insurance
Annual Salary Review
Enhanced Company Sick Pay
Monthly pizza in the office (Hybrid employees) / coffee voucher (Remote employees)
SCG mobile benefit

SCG is proud to be an equal opportunities employer.

 We welcome applications from all parts of the community and are committed to upholding the principles of the Equality Act 2010.

We are committed to supporting applicants with disabilities. We will endeavour to make necessary adjustments to ensure a fair and accessible recruitment process

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4393408184,https://www.linkedin.com/jobs/view/4393408184,Pending,2026-04-02 12:11:48.535172,2026-04-02 13:11:48.605936,Found a Bad Word in About Job,"
About the job
Watch this ⤵️! Our Head of Engineering explains why we’re hiring for this role:
https://www.loom.com/share/a138d9daba1649b58b2cc343b485a4b1

About ProcurePro
Mission > To save 1 BILLION construction admin hours.
What we do > Our market leading technology helps major builders contract with their supply chain by consolidating fragmented and manual procurement processes into a single platform (currently solved by Word, Excel & email).
Recent News: Funding → by Australia’s premier venture capital fund Airtree, recently raised $6.15m in 2023: https://shorturl.at/vUpBX
2024 & 2025 LinkedIn Top Startups, https://tinyurl.com/y5eeucww
Put on Unicorn watch list of QLDs startups, https://shorturl.at/53yWH
Deloitte’s Tech Fast 50 in 2025 - https://tinyurl.com/4p7t72bn

Values we live by
Better people build better companies
Whole arse it, with ruthless pragmatism
Help the customer win
(We’ll tell you more about these as discussions progress)

Our Product-Led strategy
We’re Founded by Developers and Designers (as well as domain experts) - technical excellence is in our DNA. This means:
We spend time up front properly designing new work, testing with customers etc, whilst solving fun technical problems.
We continually invest in testing/quality - we’ve written 10,000+ automated tests in the last 2 years, we're huge advocates for static analysis & type safety, and our infrastructure is automated with Terraform.
Our entire team (including our CEO) is bought into this mindset, as we're reaping the rewards of shipping quality code, avoiding re-work & moving fast as a team.
We're actively rebuilding our processes to be AI-native, not just AI-assisted, and we want engineers who wants to help shape this transition

Our Tech Stack
Backend is Symfony 6 + PHP 8
Frontend is 100% Typescript + Aurelia
Some AWS Lambda functions written in Typescript
Dozens of different testing, code quality and static analysis tools
Infrastructure is managed with Terraform on top of AWS
You don't need experience in all of these technologies to succeed - we look for curious folks with growth mindsets and an interest to work with this stack.

Key aspects of this role
Ship quality features end-to-end > own work from shaping through to deployment and beyond, with tests written as part of the process, not bolted on after
Be an active voice in design phase > contribute during the upfront design phase alongside developers, designers, the product lead, and users; your technical perspective should influence what gets built and how
Use AI as a force multiplier > leverage AI tooling throughout your entire workflow, from investigation to implementation to review; the expectation is fluency, not occasional use
Maintain and raise the quality bar > contribute to our testing culture, engage with static analysis and type safety tooling, and help us keep the codebase in a state we're proud of
Help grow the team around you > work closely with junior developers, share context generously, and contribute to a culture where the whole team gets better
Think critically, not just technically > push back on unclear requirements, ask why before writing code, and bring your judgment to product and architectural decisions, not just implementation

You’re ideal for the role if you have…
2+ years as a software engineer > ideally in a SaaS product environment where you've owned features end-to-end
AI Native Fluency > you use AI tools throughout your entire workflow, not just when you're stuck; you can talk concretely about how you use them & where you apply judgment
Modern frameworks > Experience/familiarity with modern Javascript/TypeScript frameworks (Vue / React / Angular / Aurelia) and/or modern PHP (Symfony / Laravel / CodeIgniter) - we expect some up-skilling/cross-skilling
Quality-obsession > you're excited by test-driven development, static analysis, and building things properly; quality isn't a chore to you, it's how you work
Enthusiastic problem solver > excited by solving technical challenges and building a product with a heavy focus on quality (test-driven development, infrastructure as code etc)
Critical thinking skills > you challenge vague specs, understand the problem before reaching for a solution, and bring genuine reasoning to decisions
Growth-oriented and mission-driven > you're hungry to improve, open to feedback, and want to grow with a scaling business; you thrive in a fast paced, ambiguous environment

Our culture
Remote First - work from anywhere in Australia - we were remote-first before Covid, have established processes around collaboration/culture to ensure inclusiveness & engagement.
Socials - We have regular online social events, quarterly in person socials & hold annual off-sites in person.
Team First - we’re close knit, highly collaborative, actively help each other succeed (knowledge sharing, training) to develop our teams’ capabilities
High Expectations - we’re self motivated, embrace velocity as our greatest advantage, take pride in what we do and push to reach our potential.
Radical Transparency - we believe in flat structures & sharing knowledge, everyone is privy to what happens day-to-day and nothing is hidden (i.e. company strategy, finances & all).
Extra Leave Days - A day off for your Birthday and an extra day off before Christmas

Compensation
$100k-120k + Super (salary based on experience)
Computer equipment allowance to ensure you have everything you need to be successful working remotely

How to apply
Hit Apply and fill out the form with your information, CV and answer to the question ""Why do you want to work for ProcurePro?”

What happens next
Shortlisted applicants will have an introductory call [20 mins]
You’ll receive a short assessment to complete [~ 2 hours]
Assessment presentation and discussion call [~1.5 hour]
If successful, we will check references & make you an offer!

Extras:
All our interviews are recorded and shared internally with the CEO and hiring manager. We do this so that our team can make better decisions.
Applications are reviewed on a rolling basis, so speed is key. The sooner you apply, the better!
If you love the sound of working for us and the role described but the title/salary doesn’t align to your experience, please don’t let that stop you applying. We celebrate diversity and we want people of all genders, races, ages, backgrounds, beliefs, and life experiences to join our team.
We complete police checks or the equivalent once you join as part of our SOC2 compliance requirements.
We cannot sponsor visas. You must be based in the country of the advertised role and have the right to work independently. Otherwise, we cannot proceed with your application. Yes, we are remote, but we can only employ in the country advertised.

Contains bad word ""PHP"". Skipping this job!
",Skipped,Not Available
4394393533,https://www.linkedin.com/jobs/view/4394393533,Pending,2026-04-01 14:11:58.829449,2026-04-02 13:11:58.863337,Found a Bad Word in About Job,"
About the job
Salary $77,000 - $90,000 plus Super 
Full Time Employment

About Quantaco

Hospitality moves fast the tools should keep up too. At Quantaco, we’re building technology that empowers hospitality businesses to work smarter, not harder. No more disconnected systems that slow you down and create extra work.

Australia’s only locally owned and operated Hospitality Management System, designed to simplify processes, save time, and deliver actionable insights for venues of any size.

Our suite of software and service solutions is optimised to work best together but designed to function independently, delivering the actionable insights and financial reporting pubs, clubs, and restaurants need to thrive.

We empower businesses through expert accounting services, real-time reporting, and connected hospitality operations tools. These tools simplify work, save time, and help venues make decisions that drive growth whether it’s one venue or one hundred.

About The Role

The primary purpose of the Software Developer is to manage the design, installation, testing and maintenance of software systems for our Cooking the Books (CTB) design suite.

This role will be responsible for excellent technical support and the development of software improvements for existing CTB programs or providing entirely new programs for release to the market.

What You’ll Do

Maintain and improve the performance of CTB’s existing software and maintain its’ websites, in-house hardware and network systems

Test, maintain and recommend software improvements to ensure strong functionality and optimisation

Review current systems and identify ideas to improve system performance and impact availability, including cost proposals

Facilitate root cause analysis of system issues and faults;

Resolve complex technical design issues;

Test new products or software improvement releases in a controlled environment before going live;

Proactively seek to continuously understand the design characteristics offered by key competitors; developing design concepts that surpass competitors;

Work closely with analysts, designers and staff to ensure programs operate effectively;

Assist with the preparation of training manuals for users;

Analyse user requirements and convert requirements to design documents;

Provide comprehensive support to internal customers, including achieving resolution to outstanding problems or issues;

Develop and implement new software;

Assist the Marketing department with preparation of digital design collateral in line with CTB’s brand guidelines;

Automate repetitive technical tasks

About You

You are organised and a fast learner

You have a mature, design-led approach to software development

Integrity, honesty, trust, and respect

Self-motivated, but you love working in a team

Innovative and always looking for ways to improve

You’re an effective communicator, patient, and able to explain your point of view

Have a degree in Computer Science or equivalent

Have 2+ years’ experience in C# and.Net Framework;

Possess strong technical knowledge of web technologies (Javascript, CSS, HTML, etc.);

Are proficient in C#, ASP.NET MVC and Web API

Have knowledge of ASP.NET Core, ADO.net and ORMs (EntityFramework, Dapper.net, NHibernate)

Have knowledge of Databases: SQL Server, PostgreSQL (Store Procedures, and NoSql: Redis and MongoGB)

Are proficient in JavaScript frameworks: AngularJs, VueJs, and ExtJs

Possess knowledge of Microsoft Azure cloud platform (App Service, Service Bus, Service Fabric)

Have experience with Source Code Control: SVN and GIT

Have a demonstrated understanding of projects from the perspective of both client and busines

Possess proficient verbal and written communication skills;

Have effective time management skills and the ability to meet deadlines

Have the ability to solve problems by being collaborative, creative and analytical

Why Join Us?

At Quantaco, we’re passionate about building technology that solves real-world problems in hospitality. Our team is collaborative, curious, and committed to making an impact and we want you to grow with us.

Reward: Competitive salary + up to 20% discretionary performance bonus
Wellbeing: Hybrid working, birthday leave, and wellness discounts through our benefits portal
Culture: Fortnightly collaboration days, social calendar, team events, peer recognition, and a strong commitment to inclusion
Growth: Study assistance, a structured development framework, and our Women at Quantaco initiative to support diverse career progression

Ready to build the future of hospitality tech?

Apply now or reach out for a confidential chat. We’d love to meet you.

Quantaco Pty Ltd, Level 4 / 6 O'Connell Street Sydney NSW 2000

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4385010312,https://www.linkedin.com/jobs/view/4385010312,Pending,2026-03-19 13:12:02.857981,2026-04-02 13:12:02.891868,Asking for Security clearance,"
About the job
At BAE Systems Australia 

Do interesting work that MATTERS
ENJOY what you do
GROW your career
Be YOU

We work in a thriving sector – one that puts us at the forefront of exciting and meaningful work. Every day we push boundaries to produce some of the world’s most innovative and groundbreaking technology. Individually we all contribute to our success. Collectively we make the impossible possible.

Recognised for delivering projects of global and national significance that help keep Australia safe, it is our shared passion that shapes our culture, and our people that make it a great place to work.

About The OPPORTUNITY

We have a great opportunity for multiple Software Engineers to join our Strategic Surveillance Program based at Adelaide – South Australia or Melbourne Central – Victoria, reporting to the Senior Software Engineer.

We embrace flexible work arrangements at BAE Systems Australia, such as working a 9-day fortnight and or hybrid working.

You will bring with you demonstrated previous skills and experience in the development of specialised software systems. Within our HF Export programs, you’ll work on areas such as UX development, SW design and architecture, and signal processing. We have a growing team with the opportunity to constantly learn and carve out your niche in an area that interests you. You’ll have interactions with many other teams and stakeholders, as well as engineers in other disciplines, and have opportunities to travel internationally. We’re a strong team that takes pride in what we do and how we work together, with a lot to offer a software engineer looking to expand their skillset.

Key responsibilities include

Conduct software engineering in accordance with the Software Development Plan
Writing high quality, maintainable software including generation of design and test documentation
Active participation in all Scrum ceremonies each sprint, including planning, stand-ups, reviews, and retrospectives, contributing to continuous improvement and team collaboration.

About YOU

Strong understanding of the Software Development lifecycle
Knowledge/experience in one or more of the following technologies:
Strong working knowledge of C/C++ Programming language (preferably on Linux)
Full Stack development with strong front-end and back-end development skills (HTML, CSS, JavaScript, React, or similar modern frameworks).
Experience with RESTful APIs, authentication, and third-party integrations.
Experience with a variety of communications libraries, e.g. Apache Kafka and DDS, in environments with very high data throughput
Expertise in Containers, Kubernetes
Strong working knowledge of programming on a Linux framework
Development experience with the Qt framework is desirable
Experience as part of an agile/scrum team
Familiarity with Configuration and Change Management principles and tools, such as Git
Strong analytical and troubleshooting skills
Defence security clearance or eligibility to obtain a NV1 clearance
Eligibility to be cleared for International Traffic In Arms (ITAR) regulations
We believe in hiring for potential, we know that some candidates hesitate if they don’t tick all the boxes. If this role interests you, but you don’t meet all the criteria, we still encourage you to apply.

About US

You will be joining a workplace that truly cares about your wellbeing.

Our people are diverse and we value the variety of perspectives this brings, we know that a culture that is inclusive and fosters a sense of belonging is a place we can all make the most of our unique talents and be our best.

As Australia’s largest defence company in a rapidly growing sector, you will be connected into a global team and encouraged to explore where your career might take you whether that is a traditional career path or squiggly one, there are infinite possibilities for you at BAE Systems Australia.

BAE Systems recognises the sacrifices of those who have served our Nation and their families. We support our veteran community through our internal veteran network (VetNet Australia) and strong charitable partnerships, internal offerings including reserve service leave, a Veteran Mentoring Program and other exclusive offerings available through our strategic partners.

We welcome applicants from all people regardless of sex, gender identity, race, ethnicity, disability, pregnancy, age, or other lived experience; and strongly encourage applications from Aboriginal and Torres Strait Islander people for all positions.

We are proud to be recognised as an employer of choice for women by WORK180.

Awarded the 2024 Quarter 1 Benchmarcx Triple R- Excellence In Candidate Experience Certification. As a member of the Circle Back Initiative we commit to respond to every applicant.

To learn more about our competitive employee benefits, flexibility, other employment opportunities and what to expect from our recruitment process please visit: www.baesystemscareers.com.au

Clearances 

As a Defence security clearance is required for this role, applicants must be Australian citizens and either possess or be eligible to obtain and maintain appropriate clearances. Further information regarding security clearances.

International Traffic In Arms Regulations (ITAR) are applicable and as such, your nationality may be a factor in determining your suitability for this role. Please visit this webpage for more information.

Found ""Clearance"" or ""Polygraph"". Skipping this job!
",Skipped,Not Available
4392472448,https://www.linkedin.com/jobs/view/4392472448,Pending,2026-04-01 13:12:36.565160,2026-04-02 13:12:36.605027,Required experience is high,"
About the job
About Zero to Claw
Zero to Claw is a white-glove OpenClaw setup and automation service. We deploy security-hardened, production-ready OpenClaw AI agents for businesses. Our clients range from solo operators who want a tireless digital assistant to small teams who need agents handling email triage, meeting prep, CRM workflows, and cross-app automation.
Our founders bring deep experience: Jake has led $100M+ in business transformation, and Daniel is a former Atlassian Engineer with 6+ years shipping Jira, Bitbucket, and Confluence to millions of users.

The Role
We need someone to help us deliver custom OpenClaw workflows for our clients and maintain their running instances. You'll be the person who takes a client's messy ""I want my AI to do X when Y happens"" request, figures out how to wire it up in OpenClaw, builds it, tests it, and makes sure it keeps running. You'll also handle troubleshooting when things break — a misconfigured MCP server, a flaky WhatsApp integration, a gateway auth issue, an agent that's burning through API credits. You'll be deploying, configuring, integrating, and debugging real systems for real clients on real deadlines.

What you'll do
Connect OpenClaw to client tools — Gmail, Notion, Slack, Jira, Salesforce, databases, and hundreds more
Build custom workflows and skills when off-the-shelf integrations don't cut it
Troubleshoot live client instances — broken integrations, runaway API costs, flaky messaging channels, agent misbehaviour
Talk to clients, understand what they need, and translate that into working automation

What will help you succeed
Comfort in a terminal — SSH, config files, logs, basic server admin
Some experience with any programming language — enough to read code, write scripts, and hit APIs
Basic understanding of networking — ports, firewalls, DNS
Familiarity with Docker
Clear communication — you'll explain technical things to non-technical people regularly
A bias toward figuring things out over waiting to be taught

Bonus points
You've played with OpenClaw, MCP, or any AI agent framework
You've deployed something to a VPS or cloud instance before
You know your way around monitoring tools (Langfuse, Grafana, etc.)
You have opinions about LLMs, tokens, and model routing
You've built a bot, a home server, a Raspberry Pi project, or anything that proves you like tinkering

You don't need to tick every box. If you're curious, resourceful, and excited about AI agents — we'd rather hear from you than not.

Why join us
You'll get production experience with AI agents that most people only read about. You'll work directly with two founders — one from Atlassian engineering, one from enterprise strategy — who'll give you real responsibility from day one, not busywork. And you'll be joining at the ground floor of a company in one of the fastest-moving spaces in tech.

To apply
Send an email to join@zerotoclaw.ai with a short note about why this interests you, your resume/LinkedIn, and ideally one example of something technical you've built or deployed (a side project, a home server, a bot, anything that shows you can ship).

Experience required 6 > Current Experience 5. Skipping this job!
",Skipped,Not Available
4391862259,https://www.linkedin.com/jobs/view/4391862259,Pending,2026-03-31 13:12:42.618971,2026-04-02 13:12:42.651862,Found a Bad Word in About Job,"
About the job
Position: Network and Computer Systems Administrators
Type: Hourly contract
Compensation: $62–$120 per hour
Location: Remote
Commitment: Full-time or part-time, flexible engagement

Role Responsibilities
Maintain and administer enterprise computer networks, systems software, and application configurations
Perform regular data backups and manage disaster recovery operations
Diagnose, troubleshoot, and resolve hardware, software, and network issues
Configure, monitor, and maintain applications including security, email, and remote monitoring tools
Monitor system and network performance to ensure high availability and reliability
Collaborate with cross-functional teams to deliver secure and scalable technical solutions
Support AI training initiatives by maintaining stable, high-performance infrastructure

Requirements
Strong experience with Amazon EC2, Blackboard software, ServiceNow, Apache Kafka, and Apache Maven
Strong experience with scripting and automation using PowerShell, Bash, and Unix Shell
Strong experience with Transact-SQL and database management
Strong experience using monitoring and diagnostic tools such as Nagios, Quest Foglight, Wireshark, and remote monitoring software
Strong experience administering Microsoft Windows Server and Red Hat Enterprise Linux environments
Familiarity with Apache Tomcat, Django, Microsoft ASP.NET, and Node.js
Excellent written and verbal communication skills with strong documentation practices

Application Process (Takes 20 Min)
Easy Apply on LinkedIn
Check email for next steps
Participate in resume evaluation & interview stage

Desired Skills and Experience
cloud

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4391521591,https://www.linkedin.com/jobs/view/4391521591,Pending,2026-03-30 13:12:47.863373,2026-04-02 13:12:47.905233,Found a Bad Word in About Job,"
About the job
About Fat Zebra
At Fat Zebra we simplify payments so that merchants and platforms can scale with confidence. Our flexible, secure, and scalable payments platform supports over 100,000 merchants across Australia and New Zealand. We help our customers navigate the complexity of the payments ecosystem so that they can focus on what matters most - growing their business.

About The Opportunity
As a fast-growing payments scale-up, we’re continuously evolving our technology and investing in the future. The Data & AI team is building a new, modern data platform to deliver observability and insights to our internal and external customers. We have a new role for a Data Engineer to add to our foundation team; someone who can turbo charge our capacity for ingesting events, building data products, and providing data insights to our consumers. As we progress with our strategy, there will also be opportunities to develop analytic and agentic capabilities to layer on top of the foundational data products.

As a key member of our Data & AI team, you will contribute and collaborate on the following:
Build and maintain robust data pipelines from source systems into lakes and warehouses.
Negotiate and develop processes and data contracts for data pipelines.
Deliver curated, API-ready data products.
Develop opinions about architecture and ways of working.
Reconcile data sources with transformed data products.
Implement best practices for coding standards, CI/CD, and testing.
This is a hands-on role with real impact and is ideal for someone who has a passion for data and wants to shape a data platform from the ground up while contributing to a broader Data & AI strategy.

In addition, you will have the opportunity to contribute to analytics, insights, and emerging agentic capabilities that optimise services for our merchants and customers.

About You
We are looking for someone with a product mindset and big aspirations. Someone who is curious, driven, and excited to build something that is future focused and benefits merchants, customers and Fat Zebra. Someone who:
is excited by the challenge of creating new architecture and pipelines,
has a passion for building in a testable and extensible way,
understands cloud data infrastructure as it relates to scalable event ingestion and processing,
is comfortable with event‑driven architectures and streaming or near‑real‑time workloads, and
has a bachelor’s degree or equivalent years of work experience in a field like Computer Science, Software Engineering, Data Science, Data Engineering, Networking & Cloud Computing.

Required Skills
Experience with Python, SQL, Typescript, and event-based systems at scale
Working knowledge of AWS and cloud-based data infrastructure
Experience building and maintaining robust data pipelines
Understanding of modern data architectures (OLTP/OLAP, pipelines, streaming)
Familiarity with CI/CD, testing practices, and infrastructure as code.

Nice To Have
Experience with event-based systems at scale
Experience in the payments industry
Experience with Ruby on Rails
An interest in building agentic systems to deliver factual insights over real data.

Why Join Fat Zebra?
Be part of a fast-growing Australian Payments company scale-up
Work on a greenfield data platform transformation
Hybrid working arrangements
Supportive, people-first culture
Opportunity to shape the future of Data & AI at Fat Zebra.

Curious? Read the PD, ask questions we’d love to hear from you.

For a confidential conversation please contact Talent Manager, Rose Maugeri on 0409236061 at Fat Zebra.

Contains bad word ""Ruby"". Skipping this job!
",Skipped,Not Available
4391691450,https://www.linkedin.com/jobs/view/4391691450,Pending,2026-03-30 13:13:06.331986,2026-04-02 13:13:06.384809,Found a Bad Word in About Job,"
About the job
What is in it for you?
  Be part of large-scale transformation programs delivering modern cloud solutions
Work with cutting-edge AWS and DevOps technologies
Collaborate with high-performing cross-functional teams
Opportunities available across Brisbane, Melbourne, and Canberra


 
What we need from you
  Strong experience with Amazon Web Services (AWS)
Hands-on experience with CI/CD pipelines and Infrastructure as Code (IaC)
Experience with Azure DevOps (Build & Release pipelines - Classic/YAML)
Proficiency in JSON/YAML for configuration and deployments
Solid Linux administration and shell scripting skills
Experience in creating technical documentation and runbooks
Strong problem-solving and stakeholder communication skills


 
Role
 
We are seeking an experienced Cloud Engineer (AWS) to join a high-performing team delivering innovative and secure cloud solutions. You will act as a subject matter expert, contributing to key technical decisions and solving complex challenges across multiple projects.
 


 
Responsibilities:
  Participate in business and technology transformation initiatives
Define project scope, requirements, and technical specifications
Develop proof of concepts, solution designs, and estimates
Implement and support cloud-based solutions and deployments
Collaborate across teams to drive delivery and change management
Provide technical leadership and best practice guidance


 
Nice to have:
  Exposure to .NET Full Stack Development
Experience in Cloud Automation / DevOps practices
Understanding of Cloud Enterprise Architecture
Experience in IT Infrastructure Operations & Cloud Services Management

 
Talented, committed, can-do individuals have always been the cornerstone of this dynamic organization. If you have what it takes to thrive in this role and want to know more, please reach out to Sneha on 0406504263 OR Sneha.singh@akkodis.com 
 
 
 
Privacy
 
Due to new privacy laws regarding the collection and handling of personal information, all applications must be submitted online. Once you click on the ""apply for this job"" button below you will be directed to our Online Centre where you will have the opportunity to read and agree to our Privacy and Consent statements and it will allow your details to be formally lodged and processed correctly.
 


 
""Akkodis is an Equal Opportunity employer, committed to all forms of workforce inclusion. We actively invite and encourage applications by candidates from diverse backgrounds""

Contains bad word "".NET"". Skipping this job!
",Skipped,Not Available
4392592776,https://www.linkedin.com/jobs/view/4392592776,Previous resume,2026-03-31 13:13:42.773512,2026-04-02 13:13:47.563004,Problem in Easy Applying,Easy Apply modal did not open,Easy Applied,Not Available
