Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4399119523,https://www.linkedin.com/jobs/view/4399119523,Pending,2026-04-13 09:26:49.767629,2026-04-14 09:26:49.806499,Required experience is high,"
About the job
Your new company
Utilities company based in Melbourne’s south-eastern suburbs. 

Your new role
As a Data Analyst, you will have with deep expertise in the utilities sector to support a data analytics project. This is a senior role for a specialist with hands-on experience in metering data, who can translate complex operational datasets into clear, actionable insights for technical and non-technical stakeholders.

Role and responsibilities:
Analyse smart meter interval data to identify anomalies, consumption trends, and potential leak or tamper events.
Build and test non-revenue reporting on real and apparent losses. 
Support development of leak detection and prioritisation models using DMA flow, pressure data and meter reads.
Develop and maintain dashboards and reports for operational and executive audiences using Power BI or Tableau.
Analyse datasets from SCADA, GIS, asset management, and billing platforms.
Ensure analytical outputs meet authority regulatory and compliance requirements.
Collaborate with engineers, field operations teams and project managers to validate findings.
Document methodologies, data assumptions, and processes to a professional standard.
Identify and resolve data quality issues in meter and leak datasets.

What you need to succeed
7–10 years of experience in data analytics with significant exposure to utilities sector in Australia.
Demonstrated experience with metering data - smart meter interval data, MDM systems, meter read validation.
Demonstrated experience with leak reporting.
Proficiency in SQL for data extraction and transformation.
Strong skills in Python or R for analysis and modelling.
Experience with Power BI.
Familiarity with Australian utilities regulatory frameworks.
Strong communication skills - able to present to both technical and executive audiences.
Strong analytical thinking with a high standard of data integrity and accuracy.

What you'll get in return
Initial 6-month contract + potential to extend.
Market rates.
3 days in office week.

What you need to do now
If you're interested in this role, forward an up-to-date copy of your CV to Vishal at Vishal.Sachdeva@hays.com.au

Experience required 10 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4390413237,https://www.linkedin.com/jobs/view/4390413237,Pending,2026-03-31 09:27:04.002890,2026-04-14 09:27:04.080630,Found a Bad Word in About Job,"
About the job
Join the Team Behind Australia’s Greatest Racing Carnival!

Are you passionate about using data to shape meaningful customer experiences? Do you thrive in fast‑paced environments where insights drive strategy and impact? We’re looking for a curious, analytical and collaborative CRM Analyst to help us deliver world‑class experiences for members, guests and the broader community at the Victoria Racing Club.

At the VRC, we’re not just about race days — we’re about building memorable, personalised moments that deepen engagement and bring joy year‑round.

About the Opportunity
We’re seeking a data‑driven CRM Analyst to support the execution of our customer and member strategy through high‑quality analysis, insights and CRM operational excellence.
In this role, you will transform member and customer data into actionable insights, support targeted and effective communication campaigns, and contribute to a more personalised, customer‑led approach across the Club.

You’ll work closely with Membership, Marketing, Events, Digital and Commercial teams to optimise journeys, segment audiences, improve lifecycle communication and uncover opportunities that drive engagement, retention and long‑term value.

If you love turning data into stories, solving problems, and elevating customer experiences through insight — this role is for you.

What you'll be responsible for

Customer & Member Insights
Analysing customer behaviour, lifecycle stages and engagement patterns.
Building and maintaining segmentation models to support personalised experiences.
Identifying opportunities to improve acquisition, retention, engagement and lifetime value.
Providing reporting and insights that support operational and strategic decision making.
Campaign Support
Supporting the execution of targeted communications for members and customers.
Building segmented audience lists based on triggers, behaviour and lifecycle stages.
Ensuring communications align with tone, objectives and audience needs.
Assisting with major event‑related communications, including the Melbourne Cup Carnival.
Enablement & Operations
Maintaining CRM workflows, data fields, automations and campaign setup.
Optimising personalised journeys, lifecycle triggers and renewal programs.
Partnering with Digital and IT to resolve issues and validate data accuracy.
Monitoring campaign performance and advising on improvements.
Data Visualisation & Reporting
Creating dashboards and reports to visualise customer trends, funnels and behaviours.
Tracking lifecycle activity, churn indicators and engagement metrics.
Delivering insights that highlight risks, opportunities and business impact.
Data Governance & Integrity
Ensuring data quality and compliance with privacy requirements.
Supporting the maintenance of a single customer view.
Contributing to best‑practice data capture and usage workflows.
Cross‑Department Integration
Collaborating with Membership, Marketing, Events and Commercial teams to embed insights into planning and execution.
Supporting major event strategies, targeting and member growth initiatives.
Enhancing acquisition, retargeting and lookalike modelling using customer data.
Capability, Process & Adoption
Supporting uplift in CRM capability and data literacy across teams.
Contributing to documentation, training materials and process improvement.
Championing accurate data entry, structured workflows and customer‑first thinking.


What your background includes
Experience with CRM systems, customer data, segmentation or marketing automation.
Strong analytical skills with the ability to interpret and communicate insights.
Understanding of customer lifecycle stages and behavioural drivers.
Competence with reporting and visualisation tools (e.g., dashboards, analytics platforms).
Ability to work collaboratively with cross‑functional teams.
Commitment to data governance, structured processes and accuracy.
A proactive, curious and problem‑solving mindset.

About You
You’re an analytical thinker who brings curiosity, structure and a passion for understanding customer behaviour.

You enjoy problem solving and translating complex data into clear, actionable insights that support great decision making.

You communicate with clarity, collaborate naturally across teams, and take pride in delivering high‑quality work that supports a best‑in‑class member experience.
Highly organised and proactive, you bring a continuous‑improvement mindset and a commitment to data integrity.

Why Join the Club
Be part of delivering one of Australia’s most iconic cultural and sporting events.
Work with a passionate and supportive team dedicated to excellence.
Make a measurable impact on membership growth, engagement and customer experience.
Gain exposure to large‑scale event communications and high‑value customer strategies.
Help shape the future of how the VRC connects with members and racegoers.

How to Apply
When submitting your application, please include your résumé and any other supporting documents.

You must have the legal right to work in Australia.
Appointment to the role is subject to meeting the Victoria Racing Club’s employment requirements, which may include (but are not limited to) reference checks, a VEVO check, and a National Criminal History Check.
Only shortlisted candidates will be contacted.

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
4394752896,https://www.linkedin.com/jobs/view/4394752896,Pending,2026-04-08 09:27:09.573352,2026-04-14 09:27:09.644115,Asking for Security clearance,"
About the job
We Are Fujitsu
We use technology to make happier lives. We are a global leader in technology and business solutions that transform organisations and the world around us. We have a long heritage of bringing innovation and expertise, continuously working to contribute to the growth of society and our customers.

 
About the Role
We are seeking a Senior Consultant – Testing to provide specialist testing advice and delivery across medium-complexity projects, supporting risk treatment, validation activities, and release readiness. The role is responsible for managing testing activities and providing stakeholders with clear evidence to support informed decisions on solution suitability for progression through development stages or release into production.

This role suits an experienced testing professional with strong exposure to data platforms, analytics environments, and Agile delivery frameworks.



Responsibilities and Accountabilities
Define and agree testing scope with stakeholders across assigned projects or specialist testing areas
Deliver testing activities within agreed timelines and budget constraints
Develop test plans and test strategies aligned to project requirements and risk mitigation
Coordinate test environments, tools, materials, and resources required for delivery
Monitor and report test progress, risks, incidents, and quality metrics
Manage or support test teams where required
Produce clear and traceable test cases aligned to business and technical requirements
Support User Acceptance Testing (UAT), Alpha and Beta testing activities
Contribute to bid support and pre-sales testing activities
Maintain alignment with organisational testing standards and frameworks
Identify opportunities for improvement and follow-on engagement opportunities
Stay current with relevant technology trends and certifications, particularly within AI & Data environments



Requirements and Experience
Produce high-quality test plans and strategies aligned to delivery risks and requirements
Ensure accurate and well-documented test cases suitable for execution teams
Successfully deliver testing activities across project lifecycle stages
Communicate effectively with project teams, managers, and stakeholders
Support quality assurance activities ensuring solutions meet defined standards
Manage testing processes including quality control testing and validation activities
Ensure completion and documentation of system testing outcomes and issue resolution
Strong experience delivering testing activities across medium-complexity projects
Good understanding of Data Modelling and Data Integration concepts
Strong SQL skills
Experience working with Power BI environments
Strong technical capability supporting data-focused testing delivery
Experience working within Agile delivery methodologies



Why Fujitsu?
We are an organization with a strong set of values and a history of respecting fairness and equality, whilst promoting diversity, equity, and inclusion. We constantly push ourselves to do better and strive to bring together a diverse mix of perspectives and talents in an inclusive environment, where we encourage our people to bring their full selves to work. We call this Be Completely You.

We put people first. We believe in the power of diversity to drive innovation and our AWEI (Australian Workplace Equality Index) Gold Employer status, and Rainbow Tick certification for LGBTI+ inclusion show that we value an inclusive culture.
We offer tailored career paths across our global organization to support your professional and personal growth.
Our customers trust us. We have an excellent reputation across the region and globally.
Best in-class reward and recognition programs flexible work, volunteering leave, and more.
We live our values of aspiration, trust, and empathy, all day, every day.

Commitment to Diversity, Equity and Inclusion
As an inclusive employer, Fujitsu aims to recruit a diverse range of talents to help us achieve our purpose. In line with our diversity, equity, and inclusion strategy, we highly welcome applications from women and gender-diverse people; Aboriginal and Torres Strait Islander people; Māori and Pacific people; LGBTI+ people; people with a disability; culturally and linguistically diverse people; veterans, Australian Defence Force (ADF) and emergency responders. Transgender and gender-diverse applicants can request a copy of our Frequently Asked Questions to assist with the recruitment journey.

If you don't tick every box in this job description, please don't rule yourself out. Research suggests that underrepresented groups tend to only apply if they meet every requirement. We focus on hiring people who value inclusion, collaboration, adaptability, courage, and integrity, rather than ticking boxes so if this resonates with you, then please apply. For more information, please email careersapac@fujitsu.com.

Search Firm Representatives – PLEASE READ:
Fujitsu does not accept unsolicited assistance from search firms for employment opportunities. All CVs or resumes submitted by search firms to any employee at our company without a valid written agreement in place for this position will be considered the sole property of our company. No fee will be paid if a candidate is hired by Fujitsu due to an agency referral where no existing agreement is in place with the Fujitsu Talent Acquisition Team. Where agency agreements are in place, introductions must be through engagement by the Fujitsu Talent Acquisition Team.

For Security Cleared Roles – PLEASE NOTE:
Due to the inherent requirements of the role, candidates must be Australian Citizens and hold an Australian Federal Government Security Clearance. The role will or will likely involve access to controlled technology and must satisfy additional restrictions and requirements as a consequence of the International Traffic in Arms Regulations and the Export Administration Regulations. As a consequence of these restrictions and requirements, applicants may be adversely impacted if they are not Australian citizens, are dual nationals, hold citizenship from proscribed countries, or are not of Australian national origin. Please refer to Discrimination (Fujitsu Australia Limited) Exemption 2017 (No 1) Notifiable instrument NI2020-672 (ACT).

Found ""Clearance"" or ""Polygraph"". Skipping this job!
",Skipped,Not Available
4399221164,https://www.linkedin.com/jobs/view/4399221164,Pending,2026-04-09 09:27:15.567205,2026-04-14 09:27:15.625012,Asking for Security clearance,"
About the job
Roles: Data Scientist and Data engineer 
Location: Australia Wide 
Baseline Security Clearance req 
We are seeking an experienced Senior Data Scientist/Lead data analyst to lead and deliver advanced analytical capability for a national‑scale tertiary education data asset that underpins system performance reporting, evaluation and modelling.
This role requiring deep expertise in administrative data engineering, econometrics and governance of large, sensitive data sets. The position plays a critical role in sustaining complex data pipelines, applying advanced analytical methods, and delivering trusted, evidence‑based insights to inform policy and system‑level decision‑making.
You will provide technical leadership and strategic oversight across the full data lifecycle-from ingestion and integration through to analysis, modelling and publication of insights. 
You will operate with a high level of autonomy, advising senior stakeholders, guiding analytical standards, and mentoring analysts and data scientists while delivering high‑impact outputs under complex policy and delivery constraints.

Key Responsibilities

Lead the design, build and maintenance of robust administrative data pipelines supporting national system performance analysis
Provide expert oversight of data ingestion, transformation and integration from multiple complex administrative sources
Apply and guide the use of advanced econometric, causal inference and statistical methods to measure post‑school education outcomes and support evaluation and modelling
Establish and enforce data quality, validation, documentation and reproducibility standards across analytical products
Deliver high‑quality analytical outputs, including system performance measures, modelling insights and executive‑ready briefings
Ensure confidentiality, privacy, security and governance requirements are fully embedded in analytical workflows
Provide technical leadership and mentoring to analysts and data scientists, uplifting capability across the team

Essential Capabilities 

To be successful you will demonstrate:
Advanced coding expertise across multiple programming languages (e.g. Python, R, SQL), including production‑quality analytical workflows
Strong leadership in database management and data architecture, including large‑scale administrative datasets, performance optimisation and data integrity
Proven experience designing, governing and sustaining complex administrative data pipelines in policy‑intensive or service‑delivery environments
Deep experience applying advanced econometric and statistical techniques, including causal inference methods, to support evaluation, modelling and strategic analysis
Ability to translate complex analytical findings into clear, decision‑ready advice for senior stakeholders
 
If you wish to apply for this position, please submit your resume by clicking the 'Apply Now' button. For further information please contact Abhi Naik at Clicks IT Recruitment on +61 427 997 851.

At Clicks we embrace diversity, inclusion and equal opportunity. First Nations people are encouraged to apply.

We provide reasonable adjustments, including alternate formats to the recruitment process for individuals with a disability. If you require an adjustment to be made during the recruitment process, please call 1300 254 257 or email adjustments@clicks.com.au

Found ""Clearance"" or ""Polygraph"". Skipping this job!
",Skipped,Not Available
4389833932,https://www.linkedin.com/jobs/view/4389833932,Pending,2026-03-31 09:29:29.608319,2026-04-14 09:29:29.645198,Found a Bad Word in About Job,"
About the job
Culturally, this agency exudes genuine warmth, capacious intelligence, and a passion for real human insight that can shift behaviours and reshape our world for the better.

Hard to find elsewhere, the team thrives on mixed-methodology projects - seamlessly weaving quantitative and qualitative approaches to tackle both social and commercial research challenges.

Their super-loyal team stays for the purposeful social impact work (often in social marketing and behavioural change), alongside wickedly sharp commercial challenges across brand, innovation, and communications.

They offer exceptional learning and development to help you grow your career as a Strategic Insights Consultant.

Key responsibilities:

Confidently build strong client relationships
Support the delivery of complex research programs - from design through to insight communication
Further develop skills in survey design, meticulous project management, statistical analysis, reporting, and presenting with strategic perspective
Get involved in qualitative research - including design, depth interviews, and focus groups
Leverage insights from alternative sources, including their fabulous trends monitor
Bring curiosity, energy, and ideas to support a brilliant team

What you’re looking for:

Variety in methodologies - qualitative and quantitative
Diversity of clients - Government, NFPs, banks, retailers, tourism, and energy
Meaningful human insights work, such as: Designing road safety campaigns; Behaviour change programs for marine safety; Commercialising green energy; Innovation and choice modelling within insurance; Identifying opportunities to drive summer tourism in ski resorts; Understanding behaviour and demand at cemeteries. 
A renowned agency with an outstanding reputation
Part of a creative group, offering a strong network to leverage
Epic offices, rooftop bar, vibrant culture, socials, hybrid working, additional leave, and learning opportunities

What we’re looking for:

Experience within another social or market research agency is essential
Experience in a customised research role with exposure to the full research cycle
Experience managing multiple research projects and switching between tasks
Strong analytical, interpretive, and storytelling skills
Experience with a statistical package such as Q or SPSS
Natural confidence in a client-facing role
Tertiary qualifications in marketing, social sciences, psychology, business, or a related field

Send your CV to Senior Partner Gemma Lewis at glewis@resourcesgroup.com or call 0452 417 265 for a confidential discussion about this role and other opportunities.

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
4399155882,https://www.linkedin.com/jobs/view/4399155882,Pending,2026-04-13 15:29:34.123460,2026-04-14 09:29:34.184257,Required experience is high,"
About the job
LEAD DATA / AI SCIENTIST – STRATEGY CONSULTING - AUSTRALIA (SYDNEY OR MELBORNE)
$$$ Excellent Package $$$
Our client works on some of the most complex and interesting Digital and Data problems across industries. As a Senior Strategic Data / AI Scientist, you will build best data practices for clients and support key decisions at the highest level of the industry. 
The Position:

Ensure data best practices, model choices and model building
Oversee statistical result interpretation and production of numerical and visual evidence to support decision making with C-suite clients
As a Principal Data Scientist, you are primarily responsible for managing technical projects, including data engineering, model selection and design, and infrastructure deployment in both internal and client environments as well as AI use cases for transformation.
Explaining, refining, and collaborating with stakeholders through the journey of model building
Leading the development of proprietary statistical techniques, algorithms or analytical tools on projects and asset development
Driving business growth, in terms of sales and account development.
You?
MUST HAVE - Experience with a top tier Management / Strategy Consulting firm
Minimum 8 years relevant, professional experience focused on Data Science
Ability to reduce solutions for ill-defined complex issues to small set of operationalizable components
Deep understanding of general statistics
Hands on experience with machine learning frameworks and AI preferred. 
Strong engineering skills to develop scalable data science solutions that can be run on big data sets
Superior ability to communicate complex results in the simplest manner
Expert-level expertise in Python for data science
Data expert skills in Pandas, Numpy and PySpark
Experience with programmatic chart making: Matplotlib, Seaborn
Experience of relational (e.g. SQL Server) and NoSQL databases (e.g. MongoDB)
Technical expertise in computer science, data science, machine learning, artificial intelligence, statistics, or other quantitative and computational science
Good knowledge of Data architecture
Deep knowledge of modelling or analytical techniques (e.g. Bayesian modelling, time-series forecasting, etc.)

Great opportunity to build a career in a growing team in APAC for a leading Strategy firm. Please send your CV in confidence to James Purdie at TRIBE GLOBAL SEARCH – james@tribeglobalsearch.com

We regret that only shortlisted candidates will be contacted.

Experience required 8 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4391499974,https://www.linkedin.com/jobs/view/4391499974,Pending,2026-03-31 09:30:47.606738,2026-04-14 09:30:47.641621,Found a Bad Word in About Job,"
About the job
Join the DataAnnotation team and contribute to developing cutting-edge AI systems, while enjoying the flexibility of remote work and setting your own schedule.

We are looking for experienced quantitative professionals to help advance AI development. AI models are increasingly capable of performing complex analytical and scientific reasoning — but these systems still need practitioners with real-world quantitative experience to validate whether the outputs actually hold up in practice.

That's where you come in.

As a member of DataAnnotation's team, you'll work closely with state-of-the-art AI models on tasks like evaluating AI-generated quantitative analysis, solving technical problems, and providing feedback that directly shapes how these systems reason about data, models, and scientific problems. Whether your background is in data science, astrophysics, economics, biostatistics, operations research, or any other quantitative field, if you think rigorously about data and models, your skills are directly applicable here. Some team members fit this work alongside a full-time role, while others treat it as their primary focus.

To get started, once you sign up for an account, you'll take a short assessment (this serves as our version of an interview). If you pass, you'll receive an email confirmation, and paid work will become available on our platform.

Benefits

Fully remote: work from anywhere in the US, Canada, UK, Ireland, Australia, and New Zealand.
Flexible schedule: choose which projects you take on and when you work.
Competitive pay: projects are paid hourly starting at $50-75+/hr, with bonuses for high-quality and high-volume work.
Impact: help shape the future of AI systems built to reason about data and analytics.

Responsibilities

Evaluate AI-generated quantitative work, including statistical analysis, predictive modeling, scientific reasoning, and data-driven insights, for technical accuracy and real-world validity.
Design and solve quantitative problems used to train and benchmark AI systems, spanning areas like forecasting, experimental analysis, optimization, and statistical inference.
Write clear technical explanations and well-documented analytical code.
Provide feedback that directly shapes the next generation of AI models built for quantitative reasoning.

Qualifications

2+ years of hands-on experience in a quantitative role or research environment — such as data science, statistics, economics, finance, physics, biology, epidemiology, operations research, or any adjacent field.
Some coding experience required, with comfort writing and reviewing analytical code end-to-end.
Practical experience with statistical methods, predictive modeling, and experiment design (e.g., A/B testing, hypothesis testing, regression, classification, time-series forecasting).
Fluency in English (native or bilingual level) with strong writing skills.
A bachelor's degree in a quantitative field is preferred (Statistics, Computer Science, Mathematics, Engineering, or similar); a master's or PhD is a plus.
Relevant credentials are a plus (e.g., Kaggle Competition ranking, AWS/GCP ML certifications, or equivalent demonstrated expertise).

Note: Payment is made via PayPal. We will never ask for any money from you. This job is only available to those in the US, Canada, UK, Ireland, Australia, and New Zealand.

#datascience

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
4399584692,https://www.linkedin.com/jobs/view/4399584692,Pending,2026-04-14 07:30:52.230950,2026-04-14 09:30:52.266829,Required experience is high,"
About the job
👥 We’re Hiring: Business Intelligence Analyst
📍 Location: Australia (Remote)
 🕒 Employment Type: Full-Time
 💼 Experience Level: Mid-Level (2–5 years)
🌟 About the Role
We’re looking for a data-driven and business-focused Business Intelligence Analyst to turn data into actionable insights.
In this role, you’ll partner with stakeholders across the business to design dashboards, analyze performance, and support strategic decision-making. You’ll play a key role in shaping how data is used to drive growth and efficiency.
🎯 What You’ll Do
Gather and translate business requirements into data solutions
Design, build, and maintain dashboards and reports
Analyze data to identify trends, opportunities, and risks
Develop and optimize SQL queries for reporting
Ensure data quality, consistency, and reliability
Collaborate with data engineering and business teams
Automate reporting and improve data workflows
Present insights clearly to non-technical stakeholders
🛠️ Tools & Technologies
SQL (required – intermediate to advanced)
Data visualization tools (Power BI, Tableau, Looker)
Excel / Google Sheets (advanced)
Data warehousing (Snowflake, BigQuery, Redshift)
Python or R (a plus)
✅ What We’re Looking For
2–5 years of experience in BI, data analysis, or related roles
Strong SQL and data visualization skills
Experience building dashboards for business users
Solid understanding of KPIs and business metrics
Strong analytical and problem-solving skills
Excellent communication and stakeholder management
Ability to translate data into actionable insights
Comfortable working independently in a remote setup
Bachelor’s degree in Data, Business, or related field (or equivalent experience)
Full working rights in Australia
🌈 Why Join Us
Fully remote and flexible work setup
Opportunity to influence business decisions with data
Collaborative and data-driven culture
Exposure to modern BI tools and data platforms
Clear career progression into senior BI or analytics roles

Experience required 5 > Current Experience 4. Skipping this job!
",Skipped,Not Available
4399711345,https://www.linkedin.com/jobs/view/4399711345,Previous resume,2026-04-14 08:32:34.562234,2026-04-14 09:32:39.734854,Problem in Easy Applying,Easy Apply modal did not open,Easy Applied,Not Available
4365101049,https://www.linkedin.com/jobs/view/4365101049,Pending,2026-03-31 09:32:50.707670,2026-04-14 09:32:50.749039,Found a Bad Word in About Job,"
About the job
About Agoda

At Agoda, we bridge the world through travel. Our story began in 2005, when two lifelong friends and entrepreneurs, driven by their passion for travel, launched Agoda to make it easier for everyone to explore the world.

Today, we are part of Booking Holdings [NASDAQ: BKNG], with a diverse team of over 7,000 people from 90 countries, working together in offices around the globe. Every day, we connect people to destinations and experiences, with our great deals across our millions of hotels and holiday properties, flights, and experiences worldwide.

No two days are the same at Agoda. Data and technology are at the heart of our culture, fueling our curiosity and innovation. If you’re ready to begin your best journey and help build travel for the world, join us.

Get to know our team: 

The Marketing team at Agoda is highly data-driven and focused on developing at-scale, measurable marketing programs designed to improve the lifetime value of Agoda customers. The team combines a blend of the best analysts, marketing strategists and data scientists, collectively building a team that thrives on data, creative ideas and technology. . The Marketing leadership fosters a great learning environment, providing the opportunity to learn and grow by working closely with experts from a diverse variety of backgrounds from across the globe.

Due to continued expansion, there are multiple analyst roles within the marketing team across different marketing channels. While the scope will vary depending on these channels, here are some examples: 

Experimentation and optimizing campaign performance: Experiment with ads/campaign structures and bidding& pricing strategies on partners such as Google, Bing, Tripadvisor, Trivago and other search engines. Adapt to new product features and roll out changes from successful tests.
Modeling: Analyze vast amounts of data generated by experiments, develop predictive models using data science techniques (eg. understanding impact on bookings from large scale TV campaigns or demand elasticity from pricing optimization) and liaise with product teams on implementation roadmap
Reporting, analysis and insights: Building dashboards to track performance, derive insights, understand growth levers and communicate recommendations via presentations to stakeholders

What you’ll Need to Succeed: 

Bachelor’s degree or higher from top university in a quantitative subject (computer science, mathematics, engineering business or science)
Excellent verbal and written communication skills in English
2+ years experience in data crunching from top-tier consulting, investment banking, private equity or strategy/business for a fast-growing globaltech company
Experience in one or more data analysis packages or databases, eg., SAS, R, SPSS, Python, VBA, SQL and visualization tools, eg. Tableau, Power BI
Ability to move fast and be efficient, making decisions on objective evidence rather than subjective gut feel
Innate desire to take ownership, make an impact and influence outcomes
Excellent organizational skills, attention to detail and ability to work independently

It’s great if you have: 

Experience in digital marketing or ecommerce
Experience with A/B testing and other testing metrics
Strong presentation and negotiation skills
Skills that foster collaboration and team spirit

#Bengaluru #SãoPaulo #Delhi #NewYorkCity #Nigeria #London #Hyderabad #Pune #Mumbai #Colombia #Paris #Jakarta #Chennai #SanFrancisco #WashingtonDC #Toronto #Pakistan #LosAngeles #Dallas #Chicago #Kenya #Boston #Shanghai #Egypt #BuenosAires #Manila #Netherlands #Singapore #RiodeJaneiro #Beijing #Atlanta #Sydney #Madrid #Vietnam #SaudiArabia #Peru #Melbourne #Ireland #Russia #Bangladesh #MexicoCity #Philadelphia #Chile #SeattleArea #Noida #Kolkata #Guangdong #UnitedArabEmirates #TelAvivDistrict #Houston #KualaLumpur #BeloHorizonte #SouthKorea #Bangkok #Istanbul #Austin #Curitiba #Warsaw #Campinas #Barcelona #Ukraine #CostaRica #Berlin #Romania #Denver #Johannesburg #Minneapolis #Manchester #Miami #Phoenix #Detroit #Coimbatore #Milan #PortoAlegre #Vancouver #Montreal #Charlotte #SanDiego #Ghana #SaltLakeCity #Raleigh #HongKong #Munich #Prague #Ecuador #TampaBay #Tokyo #Serbia #Taipei #Cracow #Zhejiang #CapeTown #Brasilia #Columbus #Ahmedabad #Indore #Kochi #Gurgaon #Chandigarh #Lucknow #Bhubaneswar #Thiruvananthapuram #Visakhapatnam #Bhopal #JerseyCity #Irving #Denton #Worcester #Arlington #OverlandPark #AuroraDistrict #Baltimore #Tampa #Halethorpe #Dayton #Syracuse #Chonburi #ChiangMai #NakhonRatchasima #KhonKaen #HatYai #Phuket #Surabaya #Tangerang #Birmingham #Casablanca #Rabat #Camp #PetalingJaya #GeorgeTown

Please review our Hiring Process Guidelines before your interview — click here to learn how interviewing at Agoda works.

Discover More About Working At Agoda

Agoda Careers https://careersatagoda.com
Facebook https://www.facebook.com/agodacareers/
LinkedIn https://www.linkedin.com/company/agoda
YouTube https://www.youtube.com/agodalife

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy.

Disclaimer

We do not accept any terms or conditions, nor do we recognize any agency’s representation of a candidate, from unsolicited third-party or agency submissions. If we receive unsolicited or speculative CVs, we reserve the right to contact and hire the candidate directly without any obligation to pay a recruitment fee.

Contains bad word ""iOS"". Skipping this job!
",Skipped,Not Available
